,number,prime_factors,mean,deviation,one_over_slope,primes_before_largest,largest_prime_factor,div_family,color_bucket
43,154,"[ 2, 7, 11 ]",6.666666666666667,3.1111111111111107,49.50000000000001,"[ 2, 7 ]",11,14.0,5
44,155,"[ 5, 31 ]",18.0,13.0,11.923076923076923,[ 5 ],31,5.0,3
45,156,"[ 2, 2, 3, 13 ]",5.0,4.0,39.0,"[ 2, 2, 3 ]",13,12.0,4
46,158,"[ 2, 79 ]",40.5,38.5,4.103896103896104,[ 2 ],79,2.0,1
47,159,"[ 3, 53 ]",28.0,25.0,6.36,[ 3 ],53,3.0,2
48,160,"[ 2, 2, 2, 2, 2, 5 ]",2.5,0.8333333333333334,192.0,"[ 2, 2, 2, 2, 2 ]",5,32.0,5
49,161,"[ 7, 23 ]",15.0,8.0,20.125,[ 7 ],23,7.0,3
50,162,"[ 2, 3, 3, 3, 3 ]",2.8,0.3200000000000001,506.24999999999983,"[ 2, 3, 3, 3 ]",3,54.0,5
51,164,"[ 2, 2, 41 ]",15.0,17.333333333333332,9.461538461538462,"[ 2, 2 ]",41,4.0,2
52,165,"[ 3, 5, 11 ]",6.333333333333333,3.1111111111111107,53.03571428571429,"[ 3, 5 ]",11,15.0,5
53,166,"[ 2, 83 ]",42.5,40.5,4.098765432098766,[ 2 ],83,2.0,1
54,168,"[ 2, 2, 2, 3, 7 ]",3.2,1.52,110.52631578947368,"[ 2, 2, 2, 3 ]",7,24.0,5
55,169,"[ 13, 13 ]",13.0,0.0,0.0,[ 13 ],13,13.0,0
56,170,"[ 2, 5, 17 ]",8.0,6.0,28.333333333333332,"[ 2, 5 ]",17,10.0,4
57,171,"[ 3, 3, 19 ]",8.333333333333334,7.111111111111112,24.046875,"[ 3, 3 ]",19,9.0,4
58,172,"[ 2, 2, 43 ]",15.666666666666666,18.222222222222225,9.439024390243901,"[ 2, 2 ]",43,4.0,2
59,174,"[ 2, 3, 29 ]",11.333333333333334,11.777777777777777,14.773584905660378,"[ 2, 3 ]",29,6.0,3
60,175,"[ 5, 5, 7 ]",5.666666666666667,0.888888888888889,196.875,"[ 5, 5 ]",7,25.0,5
61,176,"[ 2, 2, 2, 2, 11 ]",3.8,2.88,61.111111111111114,"[ 2, 2, 2, 2 ]",11,16.0,5
62,177,"[ 3, 59 ]",31.0,28.0,6.321428571428571,[ 3 ],59,3.0,2
63,178,"[ 2, 89 ]",45.5,43.5,4.091954022988506,[ 2 ],89,2.0,1
64,180,"[ 2, 2, 3, 3, 5 ]",3.0,0.8,225.0,"[ 2, 2, 3, 3 ]",5,36.0,5
65,182,"[ 2, 7, 13 ]",7.333333333333333,3.7777777777777772,48.176470588235304,"[ 2, 7 ]",13,14.0,4
66,183,"[ 3, 61 ]",32.0,29.0,6.310344827586207,[ 3 ],61,3.0,2
67,184,"[ 2, 2, 2, 23 ]",7.25,7.875,23.365079365079364,"[ 2, 2, 2 ]",23,8.0,4
68,185,"[ 5, 37 ]",21.0,16.0,11.5625,[ 5 ],37,5.0,3
69,186,"[ 2, 3, 31 ]",12.0,12.666666666666666,14.68421052631579,"[ 2, 3 ]",31,6.0,3
70,187,"[ 11, 17 ]",14.0,3.0,62.333333333333336,[ 11 ],17,11.0,5
71,188,"[ 2, 2, 47 ]",17.0,20.0,9.4,"[ 2, 2 ]",47,4.0,2
72,189,"[ 3, 3, 3, 7 ]",4.0,1.5,126.0,"[ 3, 3, 3 ]",7,27.0,5
73,190,"[ 2, 5, 19 ]",8.666666666666666,6.888888888888888,27.580645161290324,"[ 2, 5 ]",19,10.0,4
74,192,"[ 2, 2, 2, 2, 2, 2, 3 ]",2.142857142857143,0.24489795918367344,784.0000000000001,"[ 2, 2, 2, 2, 2, 2 ]",3,64.0,5
75,194,"[ 2, 97 ]",49.5,47.5,4.08421052631579,[ 2 ],97,2.0,1
76,195,"[ 3, 5, 13 ]",7.0,4.0,48.75,"[ 3, 5 ]",13,15.0,4
77,196,"[ 2, 2, 7, 7 ]",4.5,2.5,78.4,"[ 2, 2, 7 ]",7,28.0,5
78,198,"[ 2, 3, 3, 11 ]",4.75,3.125,63.36,"[ 2, 3, 3 ]",11,18.0,5
79,200,"[ 2, 2, 2, 5, 5 ]",3.2,1.44,138.88888888888889,"[ 2, 2, 2, 5 ]",5,40.0,5
