,number,prime_factors,ideal,deviation,anti_slope,family_factors,identity_factor,factor_family,color_bucket
5707,258576,"[ 2, 2, 2, 2, 3, 5387 ]",7.981748429721886,901.3211656198146,286.8855296682001,"[ 2, 2, 2, 2, 3 ]",5387,48.0,7
5708,258864,"[ 2, 2, 2, 2, 3, 5393 ]",7.983229411117399,902.322152940745,286.88645087160955,"[ 2, 2, 2, 2, 3 ]",5393,48.0,7
5709,259152,"[ 2, 2, 2, 2, 3, 5399 ]",7.984709020089854,903.3231393467266,286.8873703239971,"[ 2, 2, 2, 2, 3 ]",5399,48.0,7
5710,259536,"[ 2, 2, 2, 2, 3, 5407 ]",7.986679702002242,904.6577864680015,286.8885935457319,"[ 2, 2, 2, 2, 3 ]",5407,48.0,7
5711,259824,"[ 2, 2, 2, 2, 3, 5413 ]",7.988156119508107,905.6587707463387,286.8895089326891,"[ 2, 2, 2, 2, 3 ]",5413,48.0,7
5712,260016,"[ 2, 2, 2, 2, 3, 5417 ]",7.9891396403739865,906.3260930935827,286.8901182271843,"[ 2, 2, 2, 2, 3 ]",5417,48.0,7
5713,260112,"[ 2, 2, 2, 2, 3, 5419 ]",7.989631173873145,906.6597541159155,286.89042258596265,"[ 2, 2, 2, 2, 3 ]",5419,48.0,7
5714,260688,"[ 2, 2, 2, 2, 3, 5431 ]",7.99257720423511,908.6617181361567,286.892244712061,"[ 2, 2, 2, 2, 3 ]",5431,48.0,7
5715,260976,"[ 2, 2, 2, 2, 3, 5437 ]",7.9940481857376,909.6626987904918,286.8931531951344,"[ 2, 2, 2, 2, 3 ]",5437,48.0,7
5716,261168,"[ 2, 2, 2, 2, 3, 5441 ]",7.99502808872069,910.3300187258138,286.8937578984334,"[ 2, 2, 2, 2, 3 ]",5441,48.0,7
5717,261264,"[ 2, 2, 2, 2, 3, 5443 ]",7.995517815110461,910.6636785434071,286.8940599650223,"[ 2, 2, 2, 2, 3 ]",5443,48.0,7
5718,261552,"[ 2, 2, 2, 2, 3, 5449 ]",7.996986095085021,911.6646573967233,286.8949650267972,"[ 2, 2, 2, 2, 3 ]",5449,48.0,7
5719,262608,"[ 2, 2, 2, 2, 3, 5471 ]",8.0023582873836,915.3349055249224,286.898269054211,"[ 2, 2, 2, 2, 3 ]",5471,48.0,7
5720,262896,"[ 2, 2, 2, 2, 3, 5477 ]",8.00382030603097,916.3358802040207,286.89916621126594,"[ 2, 2, 2, 2, 3 ]",5477,48.0,7
5721,262992,"[ 2, 2, 2, 2, 3, 5479 ]",8.004307348985451,916.669538232657,286.89946489009526,"[ 2, 2, 2, 2, 3 ]",5479,48.0,7
5722,263184,"[ 2, 2, 2, 2, 3, 5483 ]",8.005280990597711,917.3368539937319,286.90006168856956,"[ 2, 2, 2, 2, 3 ]",5483,48.0,7
5723,264048,"[ 2, 2, 2, 2, 3, 5501 ]",8.009655066524948,920.3397700443501,286.90273809125495,"[ 2, 2, 2, 2, 3 ]",5501,48.0,7
5724,264144,"[ 2, 2, 2, 2, 3, 5503 ]",8.010140338413244,920.6734268922755,286.9030345446328,"[ 2, 2, 2, 2, 3 ]",5503,48.0,7
5725,264336,"[ 2, 2, 2, 2, 3, 5507 ]",8.011110441438685,921.3407402942925,286.9036268987372,"[ 2, 2, 2, 2, 3 ]",5507,48.0,7
5726,264912,"[ 2, 2, 2, 2, 3, 5519 ]",8.01401723153924,923.3426781543594,286.9053995527687,"[ 2, 2, 2, 2, 3 ]",5519,48.0,7
5727,265008,"[ 2, 2, 2, 2, 3, 5521 ]",8.01450118439511,923.6763341229301,286.905694354112,"[ 2, 2, 2, 2, 3 ]",5521,48.0,7
5728,265296,"[ 2, 2, 2, 2, 3, 5527 ]",8.015952166915344,924.6773014446102,286.906577662858,"[ 2, 2, 2, 2, 3 ]",5527,48.0,7
5729,265488,"[ 2, 2, 2, 2, 3, 5531 ]",8.016918759524394,925.3446125063496,286.9071656243941,"[ 2, 2, 2, 2, 3 ]",5531,48.0,7
5730,266736,"[ 2, 2, 2, 2, 3, 5557 ]",8.023187450971692,929.6821249673144,286.9109697138448,"[ 2, 2, 2, 2, 3 ]",5557,48.0,7
5731,267024,"[ 2, 2, 2, 2, 3, 5563 ]",8.024630600213174,930.6830870668088,286.9118432586621,"[ 2, 2, 2, 2, 3 ]",5563,48.0,7
5732,267312,"[ 2, 2, 2, 2, 3, 5569 ]",8.026072452940829,931.6840483019605,286.9127151926548,"[ 2, 2, 2, 2, 3 ]",5569,48.0,7
5733,267504,"[ 2, 2, 2, 2, 3, 5573 ]",8.027032969071536,932.3513553127144,286.9132955893844,"[ 2, 2, 2, 2, 3 ]",5573,48.0,7
5734,267888,"[ 2, 2, 2, 2, 3, 5581 ]",8.028952279085864,933.6859681860573,286.91445424680245,"[ 2, 2, 2, 2, 3 ]",5581,48.0,7
5735,268368,"[ 2, 2, 2, 2, 3, 5591 ]",8.031348195162403,935.3542321301082,286.9158985776309,"[ 2, 2, 2, 2, 3 ]",5591,48.0,7
5736,269904,"[ 2, 2, 2, 2, 3, 5623 ]",8.038991204166658,940.6926608027778,286.9204908749544,"[ 2, 2, 2, 2, 3 ]",5623,48.0,7
5737,270672,"[ 2, 2, 2, 2, 3, 5639 ]",8.042799124807942,943.3618660832053,286.9227702873104,"[ 2, 2, 2, 2, 3 ]",5639,48.0,7
5738,270768,"[ 2, 2, 2, 2, 3, 5641 ]",8.043274481597845,943.6955163210652,286.92305443557814,"[ 2, 2, 2, 2, 3 ]",5641,48.0,7
5739,271056,"[ 2, 2, 2, 2, 3, 5647 ]",8.04469970977506,944.6964664731832,286.92390584663457,"[ 2, 2, 2, 2, 3 ]",5647,48.0,7
5740,271248,"[ 2, 2, 2, 2, 3, 5651 ]",8.045649160977302,945.3637661073182,286.9244725941906,"[ 2, 2, 2, 2, 3 ]",5651,48.0,7
5741,271344,"[ 2, 2, 2, 2, 3, 5653 ]",8.046123676576522,945.6974157843842,286.9247557105152,"[ 2, 2, 2, 2, 3 ]",5653,48.0,7
5742,271536,"[ 2, 2, 2, 2, 3, 5657 ]",8.047072288225044,946.3647148588167,286.9253214290741,"[ 2, 2, 2, 2, 3 ]",5657,48.0,7
5743,271632,"[ 2, 2, 2, 2, 3, 5659 ]",8.04754638445562,946.6983642563036,286.92560403163424,"[ 2, 2, 2, 2, 3 ]",5659,48.0,7
5744,272112,"[ 2, 2, 2, 2, 3, 5669 ]",8.049914773289052,948.3666098488594,286.92701448374095,"[ 2, 2, 2, 2, 3 ]",5669,48.0,7
5745,272784,"[ 2, 2, 2, 2, 3, 5683 ]",8.053224675558909,950.7021497837059,286.92898197617524,"[ 2, 2, 2, 2, 3 ]",5683,48.0,7
5746,273072,"[ 2, 2, 2, 2, 3, 5689 ]",8.054641125370207,951.7030940835803,286.9298226490985,"[ 2, 2, 2, 2, 3 ]",5689,48.0,7
5747,273264,"[ 2, 2, 2, 2, 3, 5693 ]",8.055584733787237,952.3703898225249,286.93038225487356,"[ 2, 2, 2, 2, 3 ]",5693,48.0,7
5748,273648,"[ 2, 2, 2, 2, 3, 5701 ]",8.057470294328148,953.7049801962188,286.9314994493356,"[ 2, 2, 2, 2, 3 ]",5701,48.0,7
5749,274128,"[ 2, 2, 2, 2, 3, 5711 ]",8.059824146771737,955.373216097848,286.93289217344375,"[ 2, 2, 2, 2, 3 ]",5711,48.0,7
5750,274416,"[ 2, 2, 2, 2, 3, 5717 ]",8.061234810089639,956.3741565400597,286.93372580536214,"[ 2, 2, 2, 2, 3 ]",5717,48.0,7
5751,275376,"[ 2, 2, 2, 2, 3, 5737 ]",8.065928127961977,959.7106187519745,286.93649379237263,"[ 2, 2, 2, 2, 3 ]",5737,48.0,7
5752,275568,"[ 2, 2, 2, 2, 3, 5741 ]",8.066865154965397,960.3779101033102,286.93704540784,"[ 2, 2, 2, 2, 3 ]",5741,48.0,7
5753,275664,"[ 2, 2, 2, 2, 3, 5743 ]",8.06733346446203,960.7115556429748,286.9373209688381,"[ 2, 2, 2, 2, 3 ]",5743,48.0,7
5754,275952,"[ 2, 2, 2, 2, 3, 5749 ]",8.068737577972984,961.7124917186487,286.9381466667383,"[ 2, 2, 2, 2, 3 ]",5749,48.0,7
5755,277392,"[ 2, 2, 2, 2, 3, 5779 ]",8.075739882315895,966.717159921544,286.94225312242554,"[ 2, 2, 2, 2, 3 ]",5779,48.0,7
5756,277584,"[ 2, 2, 2, 2, 3, 5783 ]",8.076671232817057,967.3844474885447,286.94279789244496,"[ 2, 2, 2, 2, 3 ]",5783,48.0,7
5757,277968,"[ 2, 2, 2, 2, 3, 5791 ]",8.078532324465996,968.7190215496439,286.94388549874776,"[ 2, 2, 2, 2, 3 ]",5791,48.0,7
5758,278448,"[ 2, 2, 2, 2, 3, 5801 ]",8.080855678488907,970.3872371189926,286.94524139321055,"[ 2, 2, 2, 2, 3 ]",5801,48.0,7
5759,278736,"[ 2, 2, 2, 2, 3, 5807 ]",8.082248089340672,971.3881653928938,286.94605300988064,"[ 2, 2, 2, 2, 3 ]",5807,48.0,7
5760,279024,"[ 2, 2, 2, 2, 3, 5813 ]",8.083639301800908,972.3890928678674,286.9468631914355,"[ 2, 2, 2, 2, 3 ]",5813,48.0,7
5761,279408,"[ 2, 2, 2, 2, 3, 5821 ]",8.085492391500182,973.7236615943334,286.9479412079905,"[ 2, 2, 2, 2, 3 ]",5821,48.0,7
5762,279696,"[ 2, 2, 2, 2, 3, 5827 ]",8.086880816517239,974.7245872110116,286.94874805640916,"[ 2, 2, 2, 2, 3 ]",5827,48.0,7
5763,280272,"[ 2, 2, 2, 2, 3, 5839 ]",8.08965409621201,976.7264360641412,286.9503574914959,"[ 2, 2, 2, 2, 3 ]",5839,48.0,7
5764,280464,"[ 2, 2, 2, 2, 3, 5843 ]",8.09057746733444,977.3937183115563,286.9508927113839,"[ 2, 2, 2, 2, 3 ]",5843,48.0,7
5765,280752,"[ 2, 2, 2, 2, 3, 5849 ]",8.091961536816584,978.3946410245444,286.95169436537924,"[ 2, 2, 2, 2, 3 ]",5849,48.0,7
5766,280848,"[ 2, 2, 2, 2, 3, 5851 ]",8.092422630386967,978.7282817535914,286.9519612703983,"[ 2, 2, 2, 2, 3 ]",5851,48.0,7
5767,281136,"[ 2, 2, 2, 2, 3, 5857 ]",8.09380512347985,979.7292034156532,286.95276104853144,"[ 2, 2, 2, 2, 3 ]",5857,48.0,7
5768,281328,"[ 2, 2, 2, 2, 3, 5861 ]",8.0947261300148,980.3964840866765,286.9532934546182,"[ 2, 2, 2, 2, 3 ]",5861,48.0,7
5769,281616,"[ 2, 2, 2, 2, 3, 5867 ]",8.09610665816636,981.3974044387775,286.9540908976065,"[ 2, 2, 2, 2, 3 ]",5867,48.0,7
5770,281712,"[ 2, 2, 2, 2, 3, 5869 ]",8.096566572770522,981.7310443818469,286.95435640153534,"[ 2, 2, 2, 2, 3 ]",5869,48.0,7
5771,282192,"[ 2, 2, 2, 2, 3, 5879 ]",8.098864188614954,983.39924279241,286.95568159957304,"[ 2, 2, 2, 2, 3 ]",5879,48.0,7
5772,282288,"[ 2, 2, 2, 2, 3, 5881 ]",8.09932332091828,983.7328822139456,286.9559461758513,"[ 2, 2, 2, 2, 3 ]",5881,48.0,7
5773,283056,"[ 2, 2, 2, 2, 3, 5897 ]",8.102991702582035,986.4019944683881,286.9580572498237,"[ 2, 2, 2, 2, 3 ]",5897,48.0,7
5774,283344,"[ 2, 2, 2, 2, 3, 5903 ]",8.104365207520008,987.4029101383467,286.9588463743744,"[ 2, 2, 2, 2, 3 ]",5903,48.0,7
5775,284304,"[ 2, 2, 2, 2, 3, 5923 ]",8.108935170710215,990.7392901138068,286.9614668934164,"[ 2, 2, 2, 2, 3 ]",5923,48.0,7
5776,284496,"[ 2, 2, 2, 2, 3, 5927 ]",8.109847619846049,991.4065650798974,286.96198917854906,"[ 2, 2, 2, 2, 3 ]",5927,48.0,7
5777,285072,"[ 2, 2, 2, 2, 3, 5939 ]",8.112581891696415,993.4083879277977,286.9635524163899,"[ 2, 2, 2, 2, 3 ]",5939,48.0,7
5778,285744,"[ 2, 2, 2, 2, 3, 5953 ]",8.115766062755498,995.743844041837,286.9653693666162,"[ 2, 2, 2, 2, 3 ]",5953,48.0,7
5779,287088,"[ 2, 2, 2, 2, 3, 5981 ]",8.122115728993053,1000.4147438193287,286.96898138863,"[ 2, 2, 2, 2, 3 ]",5981,48.0,7
5780,287376,"[ 2, 2, 2, 2, 3, 5987 ]",8.123473147960317,1001.4156487653069,286.96975162543106,"[ 2, 2, 2, 2, 3 ]",5987,48.0,7
5781,288336,"[ 2, 2, 2, 2, 3, 6007 ]",8.12798970554406,1004.7519931370294,286.97230955447964,"[ 2, 2, 2, 2, 3 ]",6007,48.0,7
5782,288528,"[ 2, 2, 2, 2, 3, 6011 ]",8.128891512933095,1005.419261008622,286.97281938934896,"[ 2, 2, 2, 2, 3 ]",6011,48.0,7
5783,289392,"[ 2, 2, 2, 2, 3, 6029 ]",8.132943468105848,1008.4219623120706,286.97510646881716,"[ 2, 2, 2, 2, 3 ]",6029,48.0,7
5784,289776,"[ 2, 2, 2, 2, 3, 6037 ]",8.13474110188534,1009.7564940679235,286.976119195434,"[ 2, 2, 2, 2, 3 ]",6037,48.0,7
5785,290064,"[ 2, 2, 2, 2, 3, 6043 ]",8.136088024933986,1010.7573920166227,286.9768772319101,"[ 2, 2, 2, 2, 3 ]",6043,48.0,7
5786,290256,"[ 2, 2, 2, 2, 3, 6047 ]",8.136985354625567,1011.4246569030837,286.977381873154,"[ 2, 2, 2, 2, 3 ]",6047,48.0,7
5787,290544,"[ 2, 2, 2, 2, 3, 6053 ]",8.138330422152318,1012.4255536147681,286.97813776296005,"[ 2, 2, 2, 2, 3 ]",6053,48.0,7
5788,291216,"[ 2, 2, 2, 2, 3, 6067 ]",8.141464597466237,1014.7609763983108,286.9798965206687,"[ 2, 2, 2, 2, 3 ]",6067,48.0,7
5789,291504,"[ 2, 2, 2, 2, 3, 6073 ]",8.14280597076585,1015.7618706471771,286.98064814568465,"[ 2, 2, 2, 2, 3 ]",6073,48.0,7
5790,291792,"[ 2, 2, 2, 2, 3, 6079 ]",8.144146240145185,1016.7627641600967,286.9813984986327,"[ 2, 2, 2, 2, 3 ]",6079,48.0,7
5791,292272,"[ 2, 2, 2, 2, 3, 6089 ]",8.146377574708591,1018.4309183831391,286.98264626923446,"[ 2, 2, 2, 2, 3 ]",6089,48.0,7
5792,292368,"[ 2, 2, 2, 2, 3, 6091 ]",8.14682347512436,1018.7645489834163,286.98289540182975,"[ 2, 2, 2, 2, 3 ]",6091,48.0,7
5793,292848,"[ 2, 2, 2, 2, 3, 6101 ]",8.149051148759627,1020.4327007658397,286.98413896400626,"[ 2, 2, 2, 2, 3 ]",6101,48.0,7
5794,293424,"[ 2, 2, 2, 2, 3, 6113 ]",8.151720344206185,1022.4344802294708,286.9856266331562,"[ 2, 2, 2, 2, 3 ]",6113,48.0,7
5795,293808,"[ 2, 2, 2, 2, 3, 6121 ]",8.153497383058212,1023.768998255372,286.98661563368773,"[ 2, 2, 2, 2, 3 ]",6121,48.0,7
5796,294288,"[ 2, 2, 2, 2, 3, 6131 ]",8.155715961911453,1025.4371439746076,286.9878487718281,"[ 2, 2, 2, 2, 3 ]",6131,48.0,7
5797,294384,"[ 2, 2, 2, 2, 3, 6133 ]",8.15615931577692,1025.7707728771845,286.98809498566845,"[ 2, 2, 2, 2, 3 ]",6133,48.0,7
5798,294864,"[ 2, 2, 2, 2, 3, 6143 ]",8.158374279541405,1027.438916186361,286.989323992587,"[ 2, 2, 2, 2, 3 ]",6143,48.0,7
5799,295248,"[ 2, 2, 2, 2, 3, 6151 ]",8.160144088185953,1028.773429392124,286.9903047306097,"[ 2, 2, 2, 2, 3 ]",6151,48.0,7
5800,295824,"[ 2, 2, 2, 2, 3, 6163 ]",8.162795207939022,1030.7751968052928,286.99177174310626,"[ 2, 2, 2, 2, 3 ]",6163,48.0,7
5801,296304,"[ 2, 2, 2, 2, 3, 6173 ]",8.165001190412472,1032.4433341269416,286.9929905165804,"[ 2, 2, 2, 2, 3 ]",6173,48.0,7
5802,297456,"[ 2, 2, 2, 2, 3, 6197 ]",8.170283423085424,1036.4468556153904,286.9959018047148,"[ 2, 2, 2, 2, 3 ]",6197,48.0,7
5803,297552,"[ 2, 2, 2, 2, 3, 6199 ]",8.17072283919815,1036.7804818927987,286.99614353925153,"[ 2, 2, 2, 2, 3 ]",6199,48.0,7
5804,297744,"[ 2, 2, 2, 2, 3, 6203 ]",8.171601317116082,1037.4477342114108,286.99662660724056,"[ 2, 2, 2, 2, 3 ]",6203,48.0,7
5805,298128,"[ 2, 2, 2, 2, 3, 6211 ]",8.173356857675085,1038.7822379051167,286.9975911421305,"[ 2, 2, 2, 2, 3 ]",6211,48.0,7
5806,298416,"[ 2, 2, 2, 2, 3, 6217 ]",8.174672276919486,1039.7831148512796,286.9983131459896,"[ 2, 2, 2, 2, 3 ]",6217,48.0,7
5807,298608,"[ 2, 2, 2, 2, 3, 6221 ]",8.175548635469113,1040.4503657569794,286.99879381824024,"[ 2, 2, 2, 2, 3 ]",6221,48.0,7
5808,298992,"[ 2, 2, 2, 2, 3, 6229 ]",8.177299944788356,1041.784866629859,286.9997535741037,"[ 2, 2, 2, 2, 3 ]",6229,48.0,7
5809,299856,"[ 2, 2, 2, 2, 3, 6247 ]",8.181233547993244,1044.7874890319954,287.0019053136051,"[ 2, 2, 2, 2, 3 ]",6247,48.0,7
5810,300336,"[ 2, 2, 2, 2, 3, 6257 ]",8.183414803557268,1046.4556098690382,287.00309613475764,"[ 2, 2, 2, 2, 3 ]",6257,48.0,7
5811,300624,"[ 2, 2, 2, 2, 3, 6263 ]",8.184722162837192,1047.4564814418916,287.0038090615198,"[ 2, 2, 2, 2, 3 ]",6263,48.0,7
5812,300912,"[ 2, 2, 2, 2, 3, 6269 ]",8.186028478816905,1048.4573523192112,287.00452081753815,"[ 2, 2, 2, 2, 3 ]",6269,48.0,7
5813,301008,"[ 2, 2, 2, 2, 3, 6271 ]",8.186463685948743,1048.7909757906325,287.0047578099008,"[ 2, 2, 2, 2, 3 ]",6271,48.0,7
5814,301296,"[ 2, 2, 2, 2, 3, 6277 ]",8.187768613707185,1049.7918457424714,287.0054680096192,"[ 2, 2, 2, 2, 3 ]",6277,48.0,7
5815,301776,"[ 2, 2, 2, 2, 3, 6287 ]",8.189941185229163,1051.4599607901528,287.00664909125106,"[ 2, 2, 2, 2, 3 ]",6287,48.0,7
5816,302352,"[ 2, 2, 2, 2, 3, 6299 ]",8.192544473086238,1053.461696315391,287.008062141711,"[ 2, 2, 2, 2, 3 ]",6299,48.0,7
5817,302448,"[ 2, 2, 2, 2, 3, 6301 ]",8.192977952519026,1053.7953186350126,287.00829720117065,"[ 2, 2, 2, 2, 3 ]",6301,48.0,7
5818,302928,"[ 2, 2, 2, 2, 3, 6311 ]",8.195143631359654,1055.463429087573,287.00947058097046,"[ 2, 2, 2, 2, 3 ]",6311,48.0,7
5819,303216,"[ 2, 2, 2, 2, 3, 6317 ]",8.196441666400593,1056.4642944442671,287.0101730787797,"[ 2, 2, 2, 2, 3 ]",6317,48.0,7
5820,303504,"[ 2, 2, 2, 2, 3, 6323 ]",8.19773867443366,1057.465159116289,287.010874432624,"[ 2, 2, 2, 2, 3 ]",6323,48.0,7
5821,303792,"[ 2, 2, 2, 2, 3, 6329 ]",8.199034657244816,1058.46602310483,287.01157464542683,"[ 2, 2, 2, 2, 3 ]",6329,48.0,7
5822,304176,"[ 2, 2, 2, 2, 3, 6337 ]",8.200761042614582,1059.800507361743,287.01250649257827,"[ 2, 2, 2, 2, 3 ]",6337,48.0,7
5823,304464,"[ 2, 2, 2, 2, 3, 6343 ]",8.202054640159771,1060.8013697601066,287.0132040542638,"[ 2, 2, 2, 2, 3 ]",6343,48.0,7
5824,304944,"[ 2, 2, 2, 2, 3, 6353 ]",8.204208371822041,1062.4694722478814,287.0143641443417,"[ 2, 2, 2, 2, 3 ]",6353,48.0,7
5825,305232,"[ 2, 2, 2, 2, 3, 6359 ]",8.205499255145806,1063.4703328367639,287.0150586954373,"[ 2, 2, 2, 2, 3 ]",6359,48.0,7
5826,305328,"[ 2, 2, 2, 2, 3, 6361 ]",8.205929324032354,1063.8039528826882,287.01528996261425,"[ 2, 2, 2, 2, 3 ]",6361,48.0,7
5827,305616,"[ 2, 2, 2, 2, 3, 6367 ]",8.207218854937521,1064.8048125699584,287.01598301606174,"[ 2, 2, 2, 2, 3 ]",6367,48.0,7
5828,305904,"[ 2, 2, 2, 2, 3, 6373 ]",8.20850737357241,1065.8056715823816,287.01667494959946,"[ 2, 2, 2, 2, 3 ]",6373,48.0,7
5829,306192,"[ 2, 2, 2, 2, 3, 6379 ]",8.209794881683543,1066.8065299211223,287.0173657660675,"[ 2, 2, 2, 2, 3 ]",6379,48.0,7
5830,306672,"[ 2, 2, 2, 2, 3, 6389 ]",8.211938487656006,1068.4746256584374,287.0185146521531,"[ 2, 2, 2, 2, 3 ]",6389,48.0,7
5831,307056,"[ 2, 2, 2, 2, 3, 6397 ]",8.213651360269992,1069.8091009068467,287.01943154130714,"[ 2, 2, 2, 2, 3 ]",6397,48.0,7
5832,308208,"[ 2, 2, 2, 2, 3, 6421 ]",8.2187792895317,1073.8125195263544,287.0221704399077,"[ 2, 2, 2, 2, 3 ]",6421,48.0,7
5833,308496,"[ 2, 2, 2, 2, 3, 6427 ]",8.220058775772916,1074.813372517182,287.0228524208917,"[ 2, 2, 2, 2, 3 ]",6427,48.0,7
5834,309552,"[ 2, 2, 2, 2, 3, 6449 ]",8.22474172536005,1078.48316115024,287.02534369646713,"[ 2, 2, 2, 2, 3 ]",6449,48.0,7
5835,309648,"[ 2, 2, 2, 2, 3, 6451 ]",8.225166787598837,1078.816777858399,287.0255694527612,"[ 2, 2, 2, 2, 3 ]",6451,48.0,7
5836,310512,"[ 2, 2, 2, 2, 3, 6469 ]",8.228987414042717,1081.8193249426952,287.02759586629503,"[ 2, 2, 2, 2, 3 ]",6469,48.0,7
5837,310704,"[ 2, 2, 2, 2, 3, 6473 ]",8.229835238859202,1082.4865568259063,287.02804486649137,"[ 2, 2, 2, 2, 3 ]",6473,48.0,7
5838,311088,"[ 2, 2, 2, 2, 3, 6481 ]",8.23152957953678,1083.821019719691,287.02894143947935,"[ 2, 2, 2, 2, 3 ]",6481,48.0,7
5839,311568,"[ 2, 2, 2, 2, 3, 6491 ]",8.233645056179641,1085.4890967041197,287.0300594874852,"[ 2, 2, 2, 2, 3 ]",6491,48.0,7
5840,313008,"[ 2, 2, 2, 2, 3, 6521 ]",8.239975231658551,1090.4933168211057,287.0333959610581,"[ 2, 2, 2, 2, 3 ]",6521,48.0,7
5841,313392,"[ 2, 2, 2, 2, 3, 6529 ]",8.241659179185305,1091.8277727861234,287.0342812404259,"[ 2, 2, 2, 2, 3 ]",6529,48.0,7
5842,314256,"[ 2, 2, 2, 2, 3, 6547 ]",8.245441783442121,1094.8302945222947,287.03626632574935,"[ 2, 2, 2, 2, 3 ]",6547,48.0,7
5843,314448,"[ 2, 2, 2, 2, 3, 6551 ]",8.246281185053917,1095.4975207900359,287.03670618371706,"[ 2, 2, 2, 2, 3 ]",6551,48.0,7
5844,314544,"[ 2, 2, 2, 2, 3, 6553 ]",8.24670072570398,1095.831133817136,287.0369259398033,"[ 2, 2, 2, 2, 3 ]",6553,48.0,7
5845,315024,"[ 2, 2, 2, 2, 3, 6563 ]",8.248796829783343,1097.499197886522,287.0380229950496,"[ 2, 2, 2, 2, 3 ]",6563,48.0,7
5846,315312,"[ 2, 2, 2, 2, 3, 6569 ]",8.250053215037761,1098.500035476692,287.03867985144944,"[ 2, 2, 2, 2, 3 ]",6569,48.0,7
5847,315408,"[ 2, 2, 2, 2, 3, 6571 ]",8.250471797613523,1098.8336478650756,287.03889857468994,"[ 2, 2, 2, 2, 3 ]",6571,48.0,7
5848,315696,"[ 2, 2, 2, 2, 3, 6577 ]",8.251726908643334,1099.8344846057623,287.0395540590472,"[ 2, 2, 2, 2, 3 ]",6577,48.0,7
5849,315888,"[ 2, 2, 2, 2, 3, 6581 ]",8.25256311934011,1100.5017087462268,287.0399904784183,"[ 2, 2, 2, 2, 3 ]",6581,48.0,7
5850,316752,"[ 2, 2, 2, 2, 3, 6599 ]",8.256320834195717,1103.504213889464,287.04194874214454,"[ 2, 2, 2, 2, 3 ]",6599,48.0,7
5851,317136,"[ 2, 2, 2, 2, 3, 6607 ]",8.257988188528266,1104.8386587923521,287.0428161399119,"[ 2, 2, 2, 2, 3 ]",6607,48.0,7
5852,317712,"[ 2, 2, 2, 2, 3, 6619 ]",8.260486068259636,1106.8403240455066,287.04411385985753,"[ 2, 2, 2, 2, 3 ]",6619,48.0,7
5853,318576,"[ 2, 2, 2, 2, 3, 6637 ]",8.26422582122364,1109.8428172141491,287.0460528813148,"[ 2, 2, 2, 2, 3 ]",6637,48.0,7
5854,319344,"[ 2, 2, 2, 2, 3, 6653 ]",8.267542957224377,1112.5116953048162,287.0477688888504,"[ 2, 2, 2, 2, 3 ]",6653,48.0,7
5855,319632,"[ 2, 2, 2, 2, 3, 6659 ]",8.268785169455096,1113.5125234463032,287.0484105654637,"[ 2, 2, 2, 2, 3 ]",6659,48.0,7
5856,319728,"[ 2, 2, 2, 2, 3, 6661 ]",8.269199032926648,1113.846132688618,287.0486242370263,"[ 2, 2, 2, 2, 3 ]",6661,48.0,7
5857,320304,"[ 2, 2, 2, 2, 3, 6673 ]",8.271680041388606,1115.8477866942592,287.04990395590835,"[ 2, 2, 2, 2, 3 ]",6673,48.0,7
5858,320592,"[ 2, 2, 2, 2, 3, 6679 ]",8.272919151654914,1116.84861276777,287.0505423340323,"[ 2, 2, 2, 2, 3 ]",6679,48.0,7
5859,321072,"[ 2, 2, 2, 2, 3, 6689 ]",8.274982275586213,1118.516654850391,287.05160411129106,"[ 2, 2, 2, 2, 3 ]",6689,48.0,7
5860,321168,"[ 2, 2, 2, 2, 3, 6691 ]",8.275394591903785,1118.850263061269,287.05181613959417,"[ 2, 2, 2, 2, 3 ]",6691,48.0,7
5861,321648,"[ 2, 2, 2, 2, 3, 6701 ]",8.277454634244636,1120.5183030894966,287.0528746501964,"[ 2, 2, 2, 2, 3 ]",6701,48.0,7
5862,321744,"[ 2, 2, 2, 2, 3, 6703 ]",8.277866335256498,1120.851910890171,287.053086026747,"[ 2, 2, 2, 2, 3 ]",6703,48.0,7
5863,322032,"[ 2, 2, 2, 2, 3, 6709 ]",8.279100824388133,1121.8527338829253,287.0537195068303,"[ 2, 2, 2, 2, 3 ]",6709,48.0,7
5864,322512,"[ 2, 2, 2, 2, 3, 6719 ]",8.281156263280007,1123.5207708421867,287.0547731469586,"[ 2, 2, 2, 2, 3 ]",6719,48.0,7
5865,323184,"[ 2, 2, 2, 2, 3, 6733 ]",8.284029599134389,1125.8560197327563,287.056243725298,"[ 2, 2, 2, 2, 3 ]",6733,48.0,7
5866,323376,"[ 2, 2, 2, 2, 3, 6737 ]",8.284849637724358,1126.5232330918163,287.0566629260486,"[ 2, 2, 2, 2, 3 ]",6737,48.0,7
5867,324528,"[ 2, 2, 2, 2, 3, 6761 ]",8.289761366272392,1130.5265075775148,287.0591691789665,"[ 2, 2, 2, 2, 3 ]",6761,48.0,7
5868,324624,"[ 2, 2, 2, 2, 3, 6763 ]",8.290170020800259,1130.8601133472,287.0593773434584,"[ 2, 2, 2, 2, 3 ]",6763,48.0,7
5869,325392,"[ 2, 2, 2, 2, 3, 6779 ]",8.293435636545784,1133.5289570910306,287.06103885960863,"[ 2, 2, 2, 2, 3 ]",6779,48.0,7
