,number,prime_factors,ideal,deviation,anti_slope,family_factors,identity_factor,factor_family,color_bucket
22,2848,"[ 2, 2, 2, 2, 2, 89 ]",3.764927904090795,15.676618602727196,181.67183065259655,"[ 2, 2, 2, 2, 2 ]",89,32.0,4
23,3104,"[ 2, 2, 2, 2, 2, 97 ]",3.819327959149012,17.046218639432677,182.09317067068346,"[ 2, 2, 2, 2, 2 ]",97,32.0,4
24,3232,"[ 2, 2, 2, 2, 2, 101 ]",3.845137654678624,17.730091769785748,182.28896059679312,"[ 2, 2, 2, 2, 2 ]",101,32.0,4
25,3296,"[ 2, 2, 2, 2, 2, 103 ]",3.857724422697118,18.07181628179808,182.38343886440066,"[ 2, 2, 2, 2, 2 ]",103,32.0,4
26,3424,"[ 2, 2, 2, 2, 2, 107 ]",3.882298814721082,18.75486587648072,182.5659550193755,"[ 2, 2, 2, 2, 2 ]",107,32.0,4
27,3488,"[ 2, 2, 2, 2, 2, 109 ]",3.894300072381629,19.09620004825442,182.6541401528121,"[ 2, 2, 2, 2, 2 ]",109,32.0,4
28,3616,"[ 2, 2, 2, 2, 2, 113 ]",3.9177621874764124,19.778508124984274,182.82470938403375,"[ 2, 2, 2, 2, 2 ]",113,32.0,4
29,4064,"[ 2, 2, 2, 2, 2, 127 ]",3.9947746310613823,22.163183087374254,183.36716273914405,"[ 2, 2, 2, 2, 2 ]",127,32.0,4
30,4192,"[ 2, 2, 2, 2, 2, 131 ]",4.015474561970124,22.84364970798008,183.50832960529897,"[ 2, 2, 2, 2, 2 ]",131,32.0,4
31,4384,"[ 2, 2, 2, 2, 2, 137 ]",4.045557928625952,23.863705285750637,183.70994560587997,"[ 2, 2, 2, 2, 2 ]",137,32.0,4
32,4448,"[ 2, 2, 2, 2, 2, 139 ]",4.055341790434313,24.203561193622875,183.774609216265,"[ 2, 2, 2, 2, 2 ]",139,32.0,4
33,4768,"[ 2, 2, 2, 2, 2, 149 ]",4.102570389146767,25.901713592764512,184.08048498119106,"[ 2, 2, 2, 2, 2 ]",149,32.0,4
34,4832,"[ 2, 2, 2, 2, 2, 151 ]",4.111697484913052,26.2411316566087,184.1384000976606,"[ 2, 2, 2, 2, 2 ]",151,32.0,4
35,5024,"[ 2, 2, 2, 2, 2, 157 ]",4.138487093478929,27.258991395652618,184.30615891390792,"[ 2, 2, 2, 2, 2 ]",157,32.0,4
36,5216,"[ 2, 2, 2, 2, 2, 163 ]",4.164436687065092,28.27629112471006,184.46549361779086,"[ 2, 2, 2, 2, 2 ]",163,32.0,4
37,5344,"[ 2, 2, 2, 2, 2, 167 ]",4.181297559097245,28.954198372731497,184.56736156898322,"[ 2, 2, 2, 2, 2 ]",167,32.0,4
38,5536,"[ 2, 2, 2, 2, 2, 173 ]",4.205968478681851,29.970645652454568,184.7140720355688,"[ 2, 2, 2, 2, 2 ]",173,32.0,4
39,5728,"[ 2, 2, 2, 2, 2, 179 ]",4.229936374433927,30.98662424962262,184.85395355932522,"[ 2, 2, 2, 2, 2 ]",179,32.0,4
40,5792,"[ 2, 2, 2, 2, 2, 181 ]",4.23777692813819,31.325184618758794,184.89914969348703,"[ 2, 2, 2, 2, 2 ]",181,32.0,4
41,6112,"[ 2, 2, 2, 2, 2, 191 ]",4.275929711596745,33.01728647439783,185.115151868684,"[ 2, 2, 2, 2, 2 ]",191,32.0,4
42,6176,"[ 2, 2, 2, 2, 2, 193 ]",4.283359715653846,33.35557314376923,185.15646465974962,"[ 2, 2, 2, 2, 2 ]",193,32.0,4
43,6304,"[ 2, 2, 2, 2, 2, 197 ]",4.298029256740162,34.03201950449344,185.23731743770443,"[ 2, 2, 2, 2, 2 ]",197,32.0,4
44,6368,"[ 2, 2, 2, 2, 2, 199 ]",4.305271151965487,34.37018076797699,185.2768841394376,"[ 2, 2, 2, 2, 2 ]",199,32.0,4
45,6752,"[ 2, 2, 2, 2, 2, 211 ]",4.347491473689902,36.3983276491266,185.5030281909674,"[ 2, 2, 2, 2, 2 ]",211,32.0,5
46,7136,"[ 2, 2, 2, 2, 2, 223 ]",4.387756048448708,38.42517069896581,185.71160180147388,"[ 2, 2, 2, 2, 2 ]",223,32.0,5
47,7264,"[ 2, 2, 2, 2, 2, 227 ]",4.400776429969832,39.10051761997989,185.7775917597619,"[ 2, 2, 2, 2, 2 ]",227,32.0,5
48,7328,"[ 2, 2, 2, 2, 2, 229 ]",4.407215060379902,39.4381433735866,185.80996398800744,"[ 2, 2, 2, 2, 2 ]",229,32.0,5
49,7456,"[ 2, 2, 2, 2, 2, 233 ]",4.419952986056506,40.113301990704336,185.8735040493006,"[ 2, 2, 2, 2, 2 ]",233,32.0,5
50,7648,"[ 2, 2, 2, 2, 2, 239 ]",4.438722348952386,41.125814899301595,185.96591991493594,"[ 2, 2, 2, 2, 2 ]",239,32.0,5
51,7712,"[ 2, 2, 2, 2, 2, 241 ]",4.444891559987945,41.46326103999196,185.9959831080738,"[ 2, 2, 2, 2, 2 ]",241,32.0,5
52,8032,"[ 2, 2, 2, 2, 2, 251 ]",4.475112422041861,43.15007494802791,186.14104401149106,"[ 2, 2, 2, 2, 2 ]",251,32.0,5
53,8224,"[ 2, 2, 2, 2, 2, 257 ]",4.492766525199778,44.16184435013319,186.22410637555714,"[ 2, 2, 2, 2, 2 ]",257,32.0,5
54,8416,"[ 2, 2, 2, 2, 2, 263 ]",4.510080439491303,45.17338695966087,186.304383320103,"[ 2, 2, 2, 2, 2 ]",263,32.0,5
55,8608,"[ 2, 2, 2, 2, 2, 269 ]",4.527068261396173,46.18471217426412,186.38202112249397,"[ 2, 2, 2, 2, 2 ]",269,32.0,5
56,8672,"[ 2, 2, 2, 2, 2, 271 ]",4.532660711549221,46.52177380769948,186.40733768764338,"[ 2, 2, 2, 2, 2 ]",271,32.0,5
57,8864,"[ 2, 2, 2, 2, 2, 277 ]",4.549234156293787,47.53282277086253,186.48166642090536,"[ 2, 2, 2, 2, 2 ]",277,32.0,5
58,8992,"[ 2, 2, 2, 2, 2, 281 ]",4.560117673059814,48.2067451153732,186.52991357287132,"[ 2, 2, 2, 2, 2 ]",281,32.0,5
59,9056,"[ 2, 2, 2, 2, 2, 283 ]",4.565511092654677,48.543674061769785,186.55365863895304,"[ 2, 2, 2, 2, 2 ]",283,32.0,5
60,9376,"[ 2, 2, 2, 2, 2, 293 ]",4.592011141516687,50.22800742767779,186.6687627117261,"[ 2, 2, 2, 2, 2 ]",293,32.0,5
61,9824,"[ 2, 2, 2, 2, 2, 307 ]",4.627872573166898,52.58524838211127,186.8204544478672,"[ 2, 2, 2, 2, 2 ]",307,32.0,5
62,9952,"[ 2, 2, 2, 2, 2, 311 ]",4.63786811414489,53.258578742763255,186.8619147361733,"[ 2, 2, 2, 2, 2 ]",311,32.0,5
63,10016,"[ 2, 2, 2, 2, 2, 313 ]",4.642825766269648,53.5952171775131,186.88234748309603,"[ 2, 2, 2, 2, 2 ]",313,32.0,5
64,10144,"[ 2, 2, 2, 2, 2, 317 ]",4.6526623901824,54.26844159345493,186.92263315745225,"[ 2, 2, 2, 2, 2 ]",317,32.0,5
65,10592,"[ 2, 2, 2, 2, 2, 331 ]",4.686295412926192,56.62419694195079,187.05784049985837,"[ 2, 2, 2, 2, 2 ]",331,32.0,5
66,10784,"[ 2, 2, 2, 2, 2, 337 ]",4.700347641193425,57.63356509412895,187.11318625504484,"[ 2, 2, 2, 2, 2 ]",337,32.0,5
67,11104,"[ 2, 2, 2, 2, 2, 347 ]",4.7233113640115185,59.31554090934102,187.20220417397124,"[ 2, 2, 2, 2, 2 ]",347,32.0,5
68,11168,"[ 2, 2, 2, 2, 2, 349 ]",4.7278377885536385,59.651891859035764,187.21954412428795,"[ 2, 2, 2, 2, 2 ]",349,32.0,5
69,11296,"[ 2, 2, 2, 2, 2, 353 ]",4.736826167987396,60.32455077865827,187.25377734592794,"[ 2, 2, 2, 2, 2 ]",353,32.0,5
70,11488,"[ 2, 2, 2, 2, 2, 359 ]",4.7501508806114865,61.33343392040766,187.30404064621536,"[ 2, 2, 2, 2, 2 ]",359,32.0,5
71,11744,"[ 2, 2, 2, 2, 2, 367 ]",4.767631425815092,62.6784209505434,187.36911080237073,"[ 2, 2, 2, 2, 2 ]",367,32.0,5
72,11936,"[ 2, 2, 2, 2, 2, 373 ]",4.780534627823255,63.68702308521549,187.41651629766412,"[ 2, 2, 2, 2, 2 ]",373,32.0,5
73,12128,"[ 2, 2, 2, 2, 2, 379 ]",4.793266008350501,64.69551067223367,187.46277560809415,"[ 2, 2, 2, 2, 2 ]",379,32.0,5
74,12256,"[ 2, 2, 2, 2, 2, 383 ]",4.801660594779006,65.36777372985267,187.49300000105148,"[ 2, 2, 2, 2, 2 ]",383,32.0,5
75,12448,"[ 2, 2, 2, 2, 2, 389 ]",4.814116508436082,66.37607767229072,187.5374447622193,"[ 2, 2, 2, 2, 2 ]",389,32.0,5
76,12704,"[ 2, 2, 2, 2, 2, 397 ]",4.830477692508133,67.7203184616721,187.59510127215552,"[ 2, 2, 2, 2, 2 ]",397,32.0,5
77,12832,"[ 2, 2, 2, 2, 2, 401 ]",4.838555480230887,68.39237032015393,187.62326762373746,"[ 2, 2, 2, 2, 2 ]",401,32.0,5
78,13088,"[ 2, 2, 2, 2, 2, 409 ]",4.854511650712159,69.73634110047477,187.67832945440975,"[ 2, 2, 2, 2, 2 ]",409,32.0,5
79,13408,"[ 2, 2, 2, 2, 2, 419 ]",4.874095118259693,71.41606341217313,187.7448764239021,"[ 2, 2, 2, 2, 2 ]",419,32.0,5
80,13472,"[ 2, 2, 2, 2, 2, 421 ]",4.877964990491778,71.75197666032786,187.75789360864755,"[ 2, 2, 2, 2, 2 ]",421,32.0,5
81,13792,"[ 2, 2, 2, 2, 2, 431 ]",4.89708762164789,73.43139174776526,187.82157973220944,"[ 2, 2, 2, 2, 2 ]",431,32.0,5
82,13856,"[ 2, 2, 2, 2, 2, 433 ]",4.900867703568993,73.76724513571266,187.8340444259311,"[ 2, 2, 2, 2, 2 ]",433,32.0,5
83,14048,"[ 2, 2, 2, 2, 2, 439 ]",4.912121303997525,74.77474753599834,187.8709118106612,"[ 2, 2, 2, 2, 2 ]",439,32.0,5
84,14176,"[ 2, 2, 2, 2, 2, 443 ]",4.91955270198615,75.44636846799077,187.8950609268142,"[ 2, 2, 2, 2, 2 ]",443,32.0,5
85,14368,"[ 2, 2, 2, 2, 2, 449 ]",4.930595631097971,76.45373042073199,187.93065977201584,"[ 2, 2, 2, 2, 2 ]",449,32.0,5
86,14624,"[ 2, 2, 2, 2, 2, 457 ]",4.945129810628937,77.79675320708596,187.97699643161977,"[ 2, 2, 2, 2, 2 ]",457,32.0,5
87,14752,"[ 2, 2, 2, 2, 2, 461 ]",4.9523175435648445,78.4682116957099,187.99969670783943,"[ 2, 2, 2, 2, 2 ]",461,32.0,5
88,14816,"[ 2, 2, 2, 2, 2, 463 ]",4.955891939137166,78.80392795942477,188.01093274980641,"[ 2, 2, 2, 2, 2 ]",463,32.0,5
89,14944,"[ 2, 2, 2, 2, 2, 467 ]",4.96300230021604,79.4753348668107,188.0331806722678,"[ 2, 2, 2, 2, 2 ]",467,32.0,5
90,15328,"[ 2, 2, 2, 2, 2, 479 ]",4.984033070029355,81.48935538001957,188.0981869167943,"[ 2, 2, 2, 2, 2 ]",479,32.0,5
91,15584,"[ 2, 2, 2, 2, 2, 487 ]",4.997810938736928,82.83187395915796,188.140135615959,"[ 2, 2, 2, 2, 2 ]",487,32.0,5
92,15712,"[ 2, 2, 2, 2, 2, 491 ]",5.004629271685174,83.50308618112345,188.16071020320953,"[ 2, 2, 2, 2, 2 ]",491,32.0,5
93,15968,"[ 2, 2, 2, 2, 2, 499 ]",5.018128220642337,84.84541881376155,188.20108643756333,"[ 2, 2, 2, 2, 2 ]",499,32.0,5
94,16096,"[ 2, 2, 2, 2, 2, 503 ]",5.024810183564169,85.51654012237611,188.22089828431152,"[ 2, 2, 2, 2, 2 ]",503,32.0,5
95,16288,"[ 2, 2, 2, 2, 2, 509 ]",5.0347505742311,86.52316704948741,188.25015952876512,"[ 2, 2, 2, 2, 2 ]",509,32.0,5
96,16672,"[ 2, 2, 2, 2, 2, 521 ]",5.054341906878985,88.53622793791932,188.30709629610865,"[ 2, 2, 2, 2, 2 ]",521,32.0,5
97,16736,"[ 2, 2, 2, 2, 2, 523 ]",5.057570490666979,88.87171366044466,188.31638674082325,"[ 2, 2, 2, 2, 2 ]",523,32.0,5
98,17312,"[ 2, 2, 2, 2, 2, 541 ]",5.086173926920973,91.89078261794731,188.39756836088554,"[ 2, 2, 2, 2, 2 ]",541,32.0,5
99,17504,"[ 2, 2, 2, 2, 2, 547 ]",5.095532204937379,92.89702146995825,188.42369457088114,"[ 2, 2, 2, 2, 2 ]",547,32.0,5
100,17824,"[ 2, 2, 2, 2, 2, 557 ]",5.110940937633913,94.57396062508927,188.46625310171814,"[ 2, 2, 2, 2, 2 ]",557,32.0,5
101,18016,"[ 2, 2, 2, 2, 2, 563 ]",5.12007585902035,95.58005057268024,188.49121644166127,"[ 2, 2, 2, 2, 2 ]",563,32.0,5
102,18208,"[ 2, 2, 2, 2, 2, 569 ]",5.129130010243173,96.58608667349544,188.5157648176725,"[ 2, 2, 2, 2, 2 ]",569,32.0,5
103,18272,"[ 2, 2, 2, 2, 2, 571 ]",5.1321303817715975,96.92142025451439,188.52385728580913,"[ 2, 2, 2, 2, 2 ]",571,32.0,5
104,18464,"[ 2, 2, 2, 2, 2, 577 ]",5.141079249869228,97.92738616657948,188.54786922007492,"[ 2, 2, 2, 2, 2 ]",577,32.0,5
105,18784,"[ 2, 2, 2, 2, 2, 587 ]",5.155823162687399,99.60388210845827,188.58702695489498,"[ 2, 2, 2, 2, 2 ]",587,32.0,5
106,18976,"[ 2, 2, 2, 2, 2, 593 ]",5.16456933130435,100.60971288753622,188.61002039844598,"[ 2, 2, 2, 2, 2 ]",593,32.0,5
107,19168,"[ 2, 2, 2, 2, 2, 599 ]",5.173242063082099,101.61549470872141,188.63264952795487,"[ 2, 2, 2, 2, 2 ]",599,32.0,5
108,19232,"[ 2, 2, 2, 2, 2, 601 ]",5.176116887600779,101.95074459173385,188.6401131940269,"[ 2, 2, 2, 2, 2 ]",601,32.0,5
109,19424,"[ 2, 2, 2, 2, 2, 607 ]",5.184693786200637,102.95646252413376,188.6622706704484,"[ 2, 2, 2, 2, 2 ]",607,32.0,5
110,19616,"[ 2, 2, 2, 2, 2, 613 ]",5.19320032346035,103.96213354897357,188.68408458315707,"[ 2, 2, 2, 2, 2 ]",613,32.0,5
111,19744,"[ 2, 2, 2, 2, 2, 617 ]",5.198832881087203,104.63255525405812,188.6984404811641,"[ 2, 2, 2, 2, 2 ]",617,32.0,5
112,19808,"[ 2, 2, 2, 2, 2, 619 ]",5.201637756886313,104.96775850459089,188.7055633290833,"[ 2, 2, 2, 2, 2 ]",619,32.0,5
113,20192,"[ 2, 2, 2, 2, 2, 631 ]",5.218310171533388,106.97887344768891,188.74754752276942,"[ 2, 2, 2, 2, 2 ]",631,32.0,5
114,20512,"[ 2, 2, 2, 2, 2, 641 ]",5.232003204418742,108.65466880294582,188.7815795306523,"[ 2, 2, 2, 2, 2 ]",641,32.0,5
115,20576,"[ 2, 2, 2, 2, 2, 643 ]",5.234720424527433,108.98981361635163,188.78828504495218,"[ 2, 2, 2, 2, 2 ]",643,32.0,5
116,20704,"[ 2, 2, 2, 2, 2, 647 ]",5.240133802752841,109.66008920183522,188.80159728753446,"[ 2, 2, 2, 2, 2 ]",647,32.0,5
117,20896,"[ 2, 2, 2, 2, 2, 653 ]",5.248201808919967,110.66546787261332,188.82132251095095,"[ 2, 2, 2, 2, 2 ]",653,32.0,5
118,21088,"[ 2, 2, 2, 2, 2, 659 ]",5.256208273308929,111.67080551553927,188.84076193992846,"[ 2, 2, 2, 2, 2 ]",659,32.0,5
119,21152,"[ 2, 2, 2, 2, 2, 661 ]",5.258863596463652,112.0059090643091,188.8471793738615,"[ 2, 2, 2, 2, 2 ]",661,32.0,5
120,21536,"[ 2, 2, 2, 2, 2, 673 ]",5.274656394413641,114.01643759627575,188.88504547263153,"[ 2, 2, 2, 2, 2 ]",673,32.0,5
121,21664,"[ 2, 2, 2, 2, 2, 677 ]",5.279868520311668,114.68657901354112,188.89742972839147,"[ 2, 2, 2, 2, 2 ]",677,32.0,5
122,21856,"[ 2, 2, 2, 2, 2, 683 ]",5.287638795291607,115.69175919686107,188.9157892638648,"[ 2, 2, 2, 2, 2 ]",683,32.0,5
123,22112,"[ 2, 2, 2, 2, 2, 691 ]",5.297911154581318,117.03194076972086,188.93987277805562,"[ 2, 2, 2, 2, 2 ]",691,32.0,5
124,22432,"[ 2, 2, 2, 2, 2, 701 ]",5.310613144202509,118.70707542946833,188.96935939870176,"[ 2, 2, 2, 2, 2 ]",701,32.0,5
125,22688,"[ 2, 2, 2, 2, 2, 709 ]",5.32066646857613,120.04711097905074,188.99246983094204,"[ 2, 2, 2, 2, 2 ]",709,32.0,5
126,23008,"[ 2, 2, 2, 2, 2, 719 ]",5.333101035362,121.722067356908,189.02077905509913,"[ 2, 2, 2, 2, 2 ]",719,32.0,5
127,23264,"[ 2, 2, 2, 2, 2, 727 ]",5.342945343597497,123.06196356239832,189.04297742822897,"[ 2, 2, 2, 2, 2 ]",727,32.0,5
128,23456,"[ 2, 2, 2, 2, 2, 733 ]",5.350269503442493,124.06684633562833,189.05937156286151,"[ 2, 2, 2, 2, 2 ]",733,32.0,5
129,23648,"[ 2, 2, 2, 2, 2, 739 ]",5.357543872349212,125.07169591489948,189.07555244226023,"[ 2, 2, 2, 2, 2 ]",739,32.0,5
130,23776,"[ 2, 2, 2, 2, 2, 743 ]",5.3623661554513165,125.74157743696753,189.0862233847716,"[ 2, 2, 2, 2, 2 ]",743,32.0,5
131,24032,"[ 2, 2, 2, 2, 2, 751 ]",5.37194617515565,127.08129745010376,189.10729180614277,"[ 2, 2, 2, 2, 2 ]",751,32.0,5
132,24224,"[ 2, 2, 2, 2, 2, 757 ]",5.379075536474139,128.08605035764944,189.12285867477618,"[ 2, 2, 2, 2, 2 ]",757,32.0,5
133,24352,"[ 2, 2, 2, 2, 2, 761 ]",5.383802327024075,128.75586821801605,189.1331271889367,"[ 2, 2, 2, 2, 2 ]",761,32.0,5
134,24608,"[ 2, 2, 2, 2, 2, 769 ]",5.393194128281347,130.09546275218756,189.1534068861,"[ 2, 2, 2, 2, 2 ]",769,32.0,5
135,24736,"[ 2, 2, 2, 2, 2, 773 ]",5.397859531304134,130.76523968753608,189.16342033331443,"[ 2, 2, 2, 2, 2 ]",773,32.0,5
136,25184,"[ 2, 2, 2, 2, 2, 787 ]",5.414031585426311,133.1093543902842,189.1978224622672,"[ 2, 2, 2, 2, 2 ]",787,32.0,5
137,25504,"[ 2, 2, 2, 2, 2, 797 ]",5.425436897390304,134.7836245982602,189.2217995770475,"[ 2, 2, 2, 2, 2 ]",797,32.0,5
138,25888,"[ 2, 2, 2, 2, 2, 809 ]",5.43896691032449,136.792644606883,189.24994157688354,"[ 2, 2, 2, 2, 2 ]",809,32.0,5
139,25952,"[ 2, 2, 2, 2, 2, 811 ]",5.441205630059993,137.12747042004,189.25456672179186,"[ 2, 2, 2, 2, 2 ]",811,32.0,5
140,26272,"[ 2, 2, 2, 2, 2, 821 ]",5.452330700404457,138.80155380026963,189.2774200338164,"[ 2, 2, 2, 2, 2 ]",821,32.0,5
141,26336,"[ 2, 2, 2, 2, 2, 823 ]",5.454542151759559,139.13636143450637,189.2819370039137,"[ 2, 2, 2, 2, 2 ]",823,32.0,5
142,26464,"[ 2, 2, 2, 2, 2, 827 ]",5.458951652603972,139.80596776840264,189.29091813762398,"[ 2, 2, 2, 2, 2 ]",827,32.0,5
143,26528,"[ 2, 2, 2, 2, 2, 829 ]",5.4611497416853325,140.1407664944569,189.2953825184714,"[ 2, 2, 2, 2, 2 ]",829,32.0,5
144,26848,"[ 2, 2, 2, 2, 2, 839 ]",5.47207435344419,141.81471623562945,189.31744682541432,"[ 2, 2, 2, 2, 2 ]",839,32.0,5
145,27296,"[ 2, 2, 2, 2, 2, 853 ]",5.487187934642269,144.1581252897615,189.34763437811324,"[ 2, 2, 2, 2, 2 ]",853,32.0,5
146,27424,"[ 2, 2, 2, 2, 2, 857 ]",5.491468120031248,144.82764541335416,189.35611306618196,"[ 2, 2, 2, 2, 2 ]",857,32.0,5
147,27488,"[ 2, 2, 2, 2, 2, 859 ]",5.493601972970031,145.16240131531336,189.36032850746358,"[ 2, 2, 2, 2, 2 ]",859,32.0,5
148,27616,"[ 2, 2, 2, 2, 2, 863 ]",5.4978572879065135,145.83190485860433,189.36871205773465,"[ 2, 2, 2, 2, 2 ]",863,32.0,5
149,28064,"[ 2, 2, 2, 2, 2, 877 ]",5.51262260904174,148.17508173936116,189.39756719260234,"[ 2, 2, 2, 2, 2 ]",877,32.0,5
150,28192,"[ 2, 2, 2, 2, 2, 881 ]",5.516805182532913,148.84453678835527,189.40567526564118,"[ 2, 2, 2, 2, 2 ]",881,32.0,5
151,28256,"[ 2, 2, 2, 2, 2, 883 ]",5.518890537846165,149.1792603585641,189.40970703356805,"[ 2, 2, 2, 2, 2 ]",883,32.0,5
152,28384,"[ 2, 2, 2, 2, 2, 887 ]",5.52304946751873,149.8486996450125,189.4177264616972,"[ 2, 2, 2, 2, 2 ]",887,32.0,5
153,29024,"[ 2, 2, 2, 2, 2, 907 ]",5.5436126557204455,153.19574177048028,189.45696312815346,"[ 2, 2, 2, 2, 2 ]",907,32.0,5
154,29152,"[ 2, 2, 2, 2, 2, 911 ]",5.547679876084301,153.86511991738953,189.46464290055968,"[ 2, 2, 2, 2, 2 ]",911,32.0,5
155,29408,"[ 2, 2, 2, 2, 2, 919 ]",5.555769871359497,155.20384658090634,189.4798398870216,"[ 2, 2, 2, 2, 2 ]",919,32.0,5
156,29728,"[ 2, 2, 2, 2, 2, 929 ]",5.565800242619613,156.8772001617464,189.4985375143698,"[ 2, 2, 2, 2, 2 ]",929,32.0,5
157,29984,"[ 2, 2, 2, 2, 2, 937 ]",5.57375996149001,158.21583997432666,189.51326241965052,"[ 2, 2, 2, 2, 2 ]",937,32.0,5
158,30112,"[ 2, 2, 2, 2, 2, 941 ]",5.577718603648321,158.88514573576555,189.5205486992337,"[ 2, 2, 2, 2, 2 ]",941,32.0,5
159,30304,"[ 2, 2, 2, 2, 2, 947 ]",5.583630354437054,159.88908690295804,189.53138445522862,"[ 2, 2, 2, 2, 2 ]",947,32.0,5
160,30496,"[ 2, 2, 2, 2, 2, 953 ]",5.589510974141128,160.89300731609407,189.54210943479268,"[ 2, 2, 2, 2, 2 ]",953,32.0,5
161,30944,"[ 2, 2, 2, 2, 2, 967 ]",5.603113356143894,163.23540890409592,189.56671354424225,"[ 2, 2, 2, 2, 2 ]",967,32.0,5
162,31072,"[ 2, 2, 2, 2, 2, 971 ]",5.6069695991544135,163.90464639943627,189.5736373713129,"[ 2, 2, 2, 2, 2 ]",971,32.0,5
163,31264,"[ 2, 2, 2, 2, 2, 977 ]",5.612729215843176,164.90848614389546,189.58393670971992,"[ 2, 2, 2, 2, 2 ]",977,32.0,5
164,31456,"[ 2, 2, 2, 2, 2, 983 ]",5.618459431534956,165.91230628768997,189.59413381582237,"[ 2, 2, 2, 2, 2 ]",983,32.0,5
165,31712,"[ 2, 2, 2, 2, 2, 991 ]",5.626054550639076,167.25070303375938,189.6075736889367,"[ 2, 2, 2, 2, 2 ]",991,32.0,5
166,31904,"[ 2, 2, 2, 2, 2, 997 ]",5.631717430525447,168.25447828701695,189.61753841449945,"[ 2, 2, 2, 2, 2 ]",997,32.0,5
167,32288,"[ 2, 2, 2, 2, 2, 1009 ]",5.642958513974552,170.2619723426497,189.63717825975183,"[ 2, 2, 2, 2, 2 ]",1009,32.0,5
168,32416,"[ 2, 2, 2, 2, 2, 1013 ]",5.646680786845915,170.93112052456397,189.6436406695269,"[ 2, 2, 2, 2, 2 ]",1013,32.0,5
