,number,prime_factors,mean,deviation,one_over_slope,primes_before_largest,largest_prime_factor,div_family,color_bucket
256,2998,"[ 2, 1499 ]",750.5,748.5,4.005344021376085504342017368,[ 2 ],1499,2.0,8
257,3022,"[ 2, 1511 ]",756.5,754.5,4.005301524188204108681245858,[ 2 ],1511,2.0,8
258,3046,"[ 2, 1523 ]",762.5,760.5,4.005259697567389875082182774,[ 2 ],1523,2.0,8
259,3062,"[ 2, 1531 ]",766.5,764.5,4.005232177894048397645519948,[ 2 ],1531,2.0,8
260,3086,"[ 2, 1543 ]",772.5,770.5,4.005191434133679428942245295,[ 2 ],1543,2.0,8
261,3098,"[ 2, 1549 ]",775.5,773.5,4.005171299288946347769877182,[ 2 ],1549,2.0,8
262,3103,"[ 29, 107 ]",68.0,39.0,79.56410256410256410256410256,[ 29 ],107,29.0,4
263,3106,"[ 2, 1553 ]",777.5,775.5,4.005157962604771115409413282,[ 2 ],1553,2.0,8
264,3118,"[ 2, 1559 ]",780.5,778.5,4.005138086062941554271034040,[ 2 ],1559,2.0,8
265,3134,"[ 2, 1567 ]",784.5,782.5,4.005111821086261980830670927,[ 2 ],1567,2.0,8
266,3142,"[ 2, 1571 ]",786.5,784.5,4.005098789037603569152326322,[ 2 ],1571,2.0,8
267,3158,"[ 2, 1579 ]",790.5,788.5,4.005072923272035510462904249,[ 2 ],1579,2.0,8
268,3161,"[ 29, 109 ]",69.0,40.0,79.025,[ 29 ],109,29.0,5
269,3166,"[ 2, 1583 ]",792.5,790.5,4.005060088551549652118912081,[ 2 ],1583,2.0,8
270,3194,"[ 2, 1597 ]",799.5,797.5,4.005015673981191222570532915,[ 2 ],1597,2.0,8
271,3202,"[ 2, 1601 ]",801.5,799.5,4.005003126954346466541588493,[ 2 ],1601,2.0,8
272,3214,"[ 2, 1607 ]",804.5,802.5,4.004984423676012461059190031,[ 2 ],1607,2.0,8
273,3218,"[ 2, 1609 ]",805.5,803.5,4.004978220286247666459240821,[ 2 ],1609,2.0,8
274,3226,"[ 2, 1613 ]",807.5,805.5,4.004965859714463066418373681,[ 2 ],1613,2.0,8
275,3238,"[ 2, 1619 ]",810.5,808.5,4.004947433518862090290661719,[ 2 ],1619,2.0,8
276,3242,"[ 2, 1621 ]",811.5,809.5,4.004941321803582458307597282,[ 2 ],1621,2.0,8
277,3254,"[ 2, 1627 ]",814.5,812.5,4.004923076923076923076923077,[ 2 ],1627,2.0,8
278,3274,"[ 2, 1637 ]",819.5,817.5,4.004892966360856269113149847,[ 2 ],1637,2.0,8
279,3277,"[ 29, 113 ]",71.0,42.0,78.02380952380952380952380952,[ 29 ],113,29.0,5
280,3314,"[ 2, 1657 ]",829.5,827.5,4.004833836858006042296072508,[ 2 ],1657,2.0,8
281,3326,"[ 2, 1663 ]",832.5,830.5,4.004816375677302829620710415,[ 2 ],1663,2.0,8
282,3334,"[ 2, 1667 ]",834.5,832.5,4.004804804804804804804804805,[ 2 ],1667,2.0,8
283,3338,"[ 2, 1669 ]",835.5,833.5,4.004799040191961607678464307,[ 2 ],1669,2.0,8
284,3386,"[ 2, 1693 ]",847.5,845.5,4.004730928444707273802483737,[ 2 ],1693,2.0,8
285,3394,"[ 2, 1697 ]",849.5,847.5,4.004719764011799410029498525,[ 2 ],1697,2.0,8
286,3398,"[ 2, 1699 ]",850.5,848.5,4.004714201532115497937536830,[ 2 ],1699,2.0,8
287,3418,"[ 2, 1709 ]",855.5,853.5,4.004686584651435266549502050,[ 2 ],1709,2.0,8
288,3442,"[ 2, 1721 ]",861.5,859.5,4.004653868528214077952297848,[ 2 ],1721,2.0,8
289,3446,"[ 2, 1723 ]",862.5,860.5,4.004648460197559558396281232,[ 2 ],1723,2.0,8
290,3466,"[ 2, 1733 ]",867.5,865.5,4.004621606008087810514153668,[ 2 ],1733,2.0,8
291,3482,"[ 2, 1741 ]",871.5,869.5,4.004600345025876940770557792,[ 2 ],1741,2.0,8
292,3494,"[ 2, 1747 ]",874.5,872.5,4.004584527220630372492836676,[ 2 ],1747,2.0,8
293,3506,"[ 2, 1753 ]",877.5,875.5,4.004568817818389491719017704,[ 2 ],1753,2.0,8
294,3518,"[ 2, 1759 ]",880.5,878.5,4.004553215708594194649971542,[ 2 ],1759,2.0,8
295,3554,"[ 2, 1777 ]",889.5,887.5,4.004507042253521126760563380,[ 2 ],1777,2.0,8
296,3566,"[ 2, 1783 ]",892.5,890.5,4.004491858506457046603032004,[ 2 ],1783,2.0,8
297,3574,"[ 2, 1787 ]",894.5,892.5,4.004481792717086834733893557,[ 2 ],1787,2.0,8
298,3578,"[ 2, 1789 ]",895.5,893.5,4.004476776720761052042529379,[ 2 ],1789,2.0,8
299,3602,"[ 2, 1801 ]",901.5,899.5,4.004446914952751528627015008,[ 2 ],1801,2.0,8
300,3622,"[ 2, 1811 ]",906.5,904.5,4.004422332780541735765616363,[ 2 ],1811,2.0,8
301,3646,"[ 2, 1823 ]",912.5,910.5,4.004393190554640307523338825,[ 2 ],1823,2.0,8
302,3662,"[ 2, 1831 ]",916.5,914.5,4.004373974849644614543466375,[ 2 ],1831,2.0,8
303,3683,"[ 29, 127 ]",78.0,49.0,75.16326530612244897959183673,[ 29 ],127,29.0,5
304,3694,"[ 2, 1847 ]",924.5,922.5,4.004336043360433604336043360,[ 2 ],1847,2.0,8
305,3722,"[ 2, 1861 ]",931.5,929.5,4.004303388918773534158149543,[ 2 ],1861,2.0,8
306,3734,"[ 2, 1867 ]",934.5,932.5,4.004289544235924932975871314,[ 2 ],1867,2.0,8
307,3742,"[ 2, 1871 ]",936.5,934.5,4.004280363830925628678437667,[ 2 ],1871,2.0,8
308,3746,"[ 2, 1873 ]",937.5,935.5,4.004275788348476750400855158,[ 2 ],1873,2.0,8
309,3754,"[ 2, 1877 ]",939.5,937.5,4.004266666666666666666666667,[ 2 ],1877,2.0,8
310,3758,"[ 2, 1879 ]",940.5,938.5,4.004262120404901438465636654,[ 2 ],1879,2.0,8
311,3778,"[ 2, 1889 ]",945.5,943.5,4.004239533651298357180710122,[ 2 ],1889,2.0,8
312,3799,"[ 29, 131 ]",80.0,51.0,74.49019607843137254901960784,[ 29 ],131,29.0,5
313,3802,"[ 2, 1901 ]",951.5,949.5,4.004212743549236440231700895,[ 2 ],1901,2.0,8
314,3814,"[ 2, 1907 ]",954.5,952.5,4.004199475065616797900262467,[ 2 ],1907,2.0,8
315,3826,"[ 2, 1913 ]",957.5,955.5,4.004186289900575614861329147,[ 2 ],1913,2.0,8
316,3862,"[ 2, 1931 ]",966.5,964.5,4.004147226542249870399170555,[ 2 ],1931,2.0,8
317,3866,"[ 2, 1933 ]",967.5,965.5,4.004142931123770067322630761,[ 2 ],1933,2.0,8
318,3898,"[ 2, 1949 ]",975.5,973.5,4.004108885464817668207498716,[ 2 ],1949,2.0,8
319,3902,"[ 2, 1951 ]",976.5,974.5,4.004104669061056952283222165,[ 2 ],1951,2.0,8
320,3946,"[ 2, 1973 ]",987.5,985.5,4.004058853373921867072552004,[ 2 ],1973,2.0,8
321,3958,"[ 2, 1979 ]",990.5,988.5,4.004046535154274152756702074,[ 2 ],1979,2.0,8
322,3973,"[ 29, 137 ]",83.0,54.0,73.57407407407407407407407407,[ 29 ],137,29.0,5
323,3974,"[ 2, 1987 ]",994.5,992.5,4.004030226700251889168765743,[ 2 ],1987,2.0,8
324,3986,"[ 2, 1993 ]",997.5,995.5,4.004018081366147664490205927,[ 2 ],1993,2.0,8
325,3994,"[ 2, 1997 ]",999.5,997.5,4.004010025062656641604010025,[ 2 ],1997,2.0,8
326,3998,"[ 2, 1999 ]",1000.5,998.5,4.004006009013520280420630946,[ 2 ],1999,2.0,8
327,4006,"[ 2, 2003 ]",1002.5,1000.5,4.003998000999500249875062469,[ 2 ],2003,2.0,8
328,4022,"[ 2, 2011 ]",1006.5,1004.5,4.003982080637132901941264311,[ 2 ],2011,2.0,8
329,4031,"[ 29, 139 ]",84.0,55.0,73.29090909090909090909090909,[ 29 ],139,29.0,5
330,4034,"[ 2, 2017 ]",1009.5,1007.5,4.003970223325062034739454094,[ 2 ],2017,2.0,8
331,4054,"[ 2, 2027 ]",1014.5,1012.5,4.003950617283950617283950617,[ 2 ],2027,2.0,8
332,4058,"[ 2, 2029 ]",1015.5,1013.5,4.003946719289590527873704983,[ 2 ],2029,2.0,8
333,4078,"[ 2, 2039 ]",1020.5,1018.5,4.003927344133529700540009818,[ 2 ],2039,2.0,8
334,4106,"[ 2, 2053 ]",1027.5,1025.5,4.003900536323744514870794734,[ 2 ],2053,2.0,8
335,4126,"[ 2, 2063 ]",1032.5,1030.5,4.003881610868510431829209122,[ 2 ],2063,2.0,8
336,4138,"[ 2, 2069 ]",1035.5,1033.5,4.003870343492985002418964683,[ 2 ],2069,2.0,8
337,4162,"[ 2, 2081 ]",1041.5,1039.5,4.003848003848003848003848004,[ 2 ],2081,2.0,8
338,4166,"[ 2, 2083 ]",1042.5,1040.5,4.003844305622296972609322441,[ 2 ],2083,2.0,8
339,4174,"[ 2, 2087 ]",1044.5,1042.5,4.003836930455635491606714628,[ 2 ],2087,2.0,8
340,4178,"[ 2, 2089 ]",1045.5,1043.5,4.003833253473885960709151893,[ 2 ],2089,2.0,8
341,4198,"[ 2, 2099 ]",1050.5,1048.5,4.003814973772055317119694802,[ 2 ],2099,2.0,8
342,4222,"[ 2, 2111 ]",1056.5,1054.5,4.003793266951161688003793267,[ 2 ],2111,2.0,8
343,4226,"[ 2, 2113 ]",1057.5,1055.5,4.003789673140691615348176220,[ 2 ],2113,2.0,8
344,4258,"[ 2, 2129 ]",1065.5,1063.5,4.003761165961448048895157499,[ 2 ],2129,2.0,8
345,4262,"[ 2, 2131 ]",1066.5,1064.5,4.003757632691404415218412400,[ 2 ],2131,2.0,8
346,4274,"[ 2, 2137 ]",1069.5,1067.5,4.003747072599531615925058548,[ 2 ],2137,2.0,8
347,4282,"[ 2, 2141 ]",1071.5,1069.5,4.003740065451145395044413277,[ 2 ],2141,2.0,8
348,4286,"[ 2, 2143 ]",1072.5,1070.5,4.003736571695469406819243344,[ 2 ],2143,2.0,8
349,4306,"[ 2, 2153 ]",1077.5,1075.5,4.003719200371920037192003719,[ 2 ],2153,2.0,8
350,4321,"[ 29, 149 ]",89.0,60.0,72.01666666666666666666666667,[ 29 ],149,29.0,5
351,4322,"[ 2, 2161 ]",1081.5,1079.5,4.003705419175544233441408059,[ 2 ],2161,2.0,8
352,4358,"[ 2, 2179 ]",1090.5,1088.5,4.003674781809830041341295361,[ 2 ],2179,2.0,8
353,4379,"[ 29, 151 ]",90.0,61.0,71.78688524590163934426229508,[ 29 ],151,29.0,5
354,4406,"[ 2, 2203 ]",1102.5,1100.5,4.003634711494775102226260791,[ 2 ],2203,2.0,8
355,4414,"[ 2, 2207 ]",1104.5,1102.5,4.003628117913832199546485261,[ 2 ],2207,2.0,8
356,4426,"[ 2, 2213 ]",1107.5,1105.5,4.003618272274988692899140660,[ 2 ],2213,2.0,8
357,4442,"[ 2, 2221 ]",1111.5,1109.5,4.003605227579990986931050023,[ 2 ],2221,2.0,8
358,4474,"[ 2, 2237 ]",1119.5,1117.5,4.003579418344519015659955257,[ 2 ],2237,2.0,8
359,4478,"[ 2, 2239 ]",1120.5,1118.5,4.003576218149307107733571748,[ 2 ],2239,2.0,8
360,4486,"[ 2, 2243 ]",1122.5,1120.5,4.003569834895136099955377064,[ 2 ],2243,2.0,8
361,4502,"[ 2, 2251 ]",1126.5,1124.5,4.003557136505113383726100489,[ 2 ],2251,2.0,8
362,4534,"[ 2, 2267 ]",1134.5,1132.5,4.003532008830022075055187638,[ 2 ],2267,2.0,8
363,4538,"[ 2, 2269 ]",1135.5,1133.5,4.003528892809880899867666520,[ 2 ],2269,2.0,8
364,4546,"[ 2, 2273 ]",1137.5,1135.5,4.003522677234698370761778952,[ 2 ],2273,2.0,8
365,4553,"[ 29, 157 ]",93.0,64.0,71.140625,[ 29 ],157,29.0,5
366,4562,"[ 2, 2281 ]",1141.5,1139.5,4.003510311540149188240456341,[ 2 ],2281,2.0,8
367,4574,"[ 2, 2287 ]",1144.5,1142.5,4.003501094091903719912472648,[ 2 ],2287,2.0,8
368,4586,"[ 2, 2293 ]",1147.5,1145.5,4.003491924923614142295940637,[ 2 ],2293,2.0,8
369,4594,"[ 2, 2297 ]",1149.5,1147.5,4.003485838779956427015250545,[ 2 ],2297,2.0,8
370,4618,"[ 2, 2309 ]",1155.5,1153.5,4.003467706978760294755093195,[ 2 ],2309,2.0,8
371,4622,"[ 2, 2311 ]",1156.5,1154.5,4.003464703334776959722823733,[ 2 ],2311,2.0,8
372,4666,"[ 2, 2333 ]",1167.5,1165.5,4.003432003432003432003432003,[ 2 ],2333,2.0,8
373,4678,"[ 2, 2339 ]",1170.5,1168.5,4.003423192126658108686350021,[ 2 ],2339,2.0,8
374,4682,"[ 2, 2341 ]",1171.5,1169.5,4.003420265070542967079948696,[ 2 ],2341,2.0,8
375,4694,"[ 2, 2347 ]",1174.5,1172.5,4.003411513859275053304904051,[ 2 ],2347,2.0,8
376,4702,"[ 2, 2351 ]",1176.5,1174.5,4.003405704555129842486164325,[ 2 ],2351,2.0,8
377,4714,"[ 2, 2357 ]",1179.5,1177.5,4.003397027600849256900212314,[ 2 ],2357,2.0,8
378,4727,"[ 29, 163 ]",96.0,67.0,70.55223880597014925373134328,[ 29 ],163,29.0,5
379,4742,"[ 2, 2371 ]",1186.5,1184.5,4.003376952300548754748839173,[ 2 ],2371,2.0,8
380,4754,"[ 2, 2377 ]",1189.5,1187.5,4.003368421052631578947368421,[ 2 ],2377,2.0,8
381,4762,"[ 2, 2381 ]",1191.5,1189.5,4.003362757461118116855821774,[ 2 ],2381,2.0,8
382,4766,"[ 2, 2383 ]",1192.5,1190.5,4.003359932801343973120537589,[ 2 ],2383,2.0,8
383,4778,"[ 2, 2389 ]",1195.5,1193.5,4.003351487222454964390448261,[ 2 ],2389,2.0,8
384,4786,"[ 2, 2393 ]",1197.5,1195.5,4.003345880384776244249268089,[ 2 ],2393,2.0,8
385,4798,"[ 2, 2399 ]",1200.5,1198.5,4.003337505214851898206090947,[ 2 ],2399,2.0,8
386,4822,"[ 2, 2411 ]",1206.5,1204.5,4.003320880033208800332088003,[ 2 ],2411,2.0,8
387,4834,"[ 2, 2417 ]",1209.5,1207.5,4.003312629399585921325051760,[ 2 ],2417,2.0,8
388,4843,"[ 29, 167 ]",98.0,69.0,70.18840579710144927536231884,[ 29 ],167,29.0,5
389,4846,"[ 2, 2423 ]",1212.5,1210.5,4.003304419661296984717059067,[ 2 ],2423,2.0,8
390,4874,"[ 2, 2437 ]",1219.5,1217.5,4.003285420944558521560574949,[ 2 ],2437,2.0,8
391,4882,"[ 2, 2441 ]",1221.5,1219.5,4.003280032800328003280032800,[ 2 ],2441,2.0,8
392,4894,"[ 2, 2447 ]",1224.5,1222.5,4.003271983640081799591002045,[ 2 ],2447,2.0,8
393,4918,"[ 2, 2459 ]",1230.5,1228.5,4.003256003256003256003256003,[ 2 ],2459,2.0,8
394,4934,"[ 2, 2467 ]",1234.5,1232.5,4.003245436105476673427991886,[ 2 ],2467,2.0,8
395,4946,"[ 2, 2473 ]",1237.5,1235.5,4.003237555645487656819101578,[ 2 ],2473,2.0,8
396,4954,"[ 2, 2477 ]",1239.5,1237.5,4.003232323232323232323232323,[ 2 ],2477,2.0,8
397,5006,"[ 2, 2503 ]",1252.5,1250.5,4.003198720511795281887245102,[ 2 ],2503,2.0,8
398,5017,"[ 29, 173 ]",101.0,72.0,69.68055555555555555555555556,[ 29 ],173,29.0,5
399,5041,"[ 71, 71 ]",71.0,0.0,0,[ 71 ],71,71.0,0
400,5042,"[ 2, 2521 ]",1261.5,1259.5,4.003175863437872171496625645,[ 2 ],2521,2.0,8
401,5062,"[ 2, 2531 ]",1266.5,1264.5,4.003163305654408857255832345,[ 2 ],2531,2.0,8
402,5078,"[ 2, 2539 ]",1270.5,1268.5,4.003153330705557745368545526,[ 2 ],2539,2.0,8
403,5086,"[ 2, 2543 ]",1272.5,1270.5,4.003148366784730421094057458,[ 2 ],2543,2.0,8
404,5098,"[ 2, 2549 ]",1275.5,1273.5,4.003140950137416568511974872,[ 2 ],2549,2.0,8
405,5102,"[ 2, 2551 ]",1276.5,1274.5,4.003138485680659081992938407,[ 2 ],2551,2.0,8
406,5114,"[ 2, 2557 ]",1279.5,1277.5,4.003131115459882583170254403,[ 2 ],2557,2.0,8
407,5158,"[ 2, 2579 ]",1290.5,1288.5,4.003104384943733022894838960,[ 2 ],2579,2.0,8
408,5182,"[ 2, 2591 ]",1296.5,1294.5,4.003089996137504828118964851,[ 2 ],2591,2.0,8
409,5183,"[ 71, 73 ]",72.0,1.0,5183,[ 71 ],73,71.0,1
410,5186,"[ 2, 2593 ]",1297.5,1295.5,4.003087610961018911617136241,[ 2 ],2593,2.0,8
411,5191,"[ 29, 179 ]",104.0,75.0,69.21333333333333333333333333,[ 29 ],179,29.0,5
412,5218,"[ 2, 2609 ]",1305.5,1303.5,4.003068661296509397775220560,[ 2 ],2609,2.0,8
413,5234,"[ 2, 2617 ]",1309.5,1307.5,4.003059273422562141491395793,[ 2 ],2617,2.0,8
414,5242,"[ 2, 2621 ]",1311.5,1309.5,4.003054600992745322642229859,[ 2 ],2621,2.0,8
415,5249,"[ 29, 181 ]",105.0,76.0,69.06578947368421052631578947,[ 29 ],181,29.0,5
416,5266,"[ 2, 2633 ]",1317.5,1315.5,4.003040668947168377042949449,[ 2 ],2633,2.0,8
417,5294,"[ 2, 2647 ]",1324.5,1322.5,4.003024574669187145557655955,[ 2 ],2647,2.0,8
418,5314,"[ 2, 2657 ]",1329.5,1327.5,4.003013182674199623352165725,[ 2 ],2657,2.0,8
419,5318,"[ 2, 2659 ]",1330.5,1328.5,4.003010914565299209634926609,[ 2 ],2659,2.0,8
420,5326,"[ 2, 2663 ]",1332.5,1330.5,4.003006388575723412251033446,[ 2 ],2663,2.0,8
421,5342,"[ 2, 2671 ]",1336.5,1334.5,4.002997377294866991382540277,[ 2 ],2671,2.0,8
422,5354,"[ 2, 2677 ]",1339.5,1337.5,4.002990654205607476635514019,[ 2 ],2677,2.0,8
423,5366,"[ 2, 2683 ]",1342.5,1340.5,4.002983961208504289444237225,[ 2 ],2683,2.0,8
424,5374,"[ 2, 2687 ]",1344.5,1342.5,4.002979515828677839851024209,[ 2 ],2687,2.0,8
425,5378,"[ 2, 2689 ]",1345.5,1343.5,4.002977298101972459992556755,[ 2 ],2689,2.0,8
426,5386,"[ 2, 2693 ]",1347.5,1345.5,4.002972872538089929394277220,[ 2 ],2693,2.0,8
427,5398,"[ 2, 2699 ]",1350.5,1348.5,4.002966258806080830552465703,[ 2 ],2699,2.0,8
428,5414,"[ 2, 2707 ]",1354.5,1352.5,4.002957486136783733826247689,[ 2 ],2707,2.0,8
429,5422,"[ 2, 2711 ]",1356.5,1354.5,4.002953119232188999630860096,[ 2 ],2711,2.0,8
430,5426,"[ 2, 2713 ]",1357.5,1355.5,4.002950940612320177056436739,[ 2 ],2713,2.0,8
431,5438,"[ 2, 2719 ]",1360.5,1358.5,4.002944423997055576002944424,[ 2 ],2719,2.0,8
432,5458,"[ 2, 2729 ]",1365.5,1363.5,4.002933626696002933626696003,[ 2 ],2729,2.0,8
433,5462,"[ 2, 2731 ]",1366.5,1364.5,4.002931476731403444485159399,[ 2 ],2731,2.0,8
434,5482,"[ 2, 2741 ]",1371.5,1369.5,4.002920774005111354508944870,[ 2 ],2741,2.0,8
435,5498,"[ 2, 2749 ]",1375.5,1373.5,4.002912267928649435748088824,[ 2 ],2749,2.0,8
436,5506,"[ 2, 2753 ]",1377.5,1375.5,4.002908033442384587422755362,[ 2 ],2753,2.0,8
437,5534,"[ 2, 2767 ]",1384.5,1382.5,4.002893309222423146473779385,[ 2 ],2767,2.0,8
438,5539,"[ 29, 191 ]",110.0,81.0,68.38271604938271604938271605,[ 29 ],191,29.0,5
439,5554,"[ 2, 2777 ]",1389.5,1387.5,4.002882882882882882882882883,[ 2 ],2777,2.0,8
440,5578,"[ 2, 2789 ]",1395.5,1393.5,4.002870470039468963042698242,[ 2 ],2789,2.0,8
441,5582,"[ 2, 2791 ]",1396.5,1394.5,4.002868411617067049121548942,[ 2 ],2791,2.0,8
442,5594,"[ 2, 2797 ]",1399.5,1397.5,4.002862254025044722719141324,[ 2 ],2797,2.0,8
443,5597,"[ 29, 193 ]",111.0,82.0,68.25609756097560975609756098,[ 29 ],193,29.0,5
444,5602,"[ 2, 2801 ]",1401.5,1399.5,4.002858163629867809932118614,[ 2 ],2801,2.0,8
445,5606,"[ 2, 2803 ]",1402.5,1400.5,4.002856122813280971081756516,[ 2 ],2803,2.0,8
446,5609,"[ 71, 79 ]",75.0,4.0,1402.25,[ 71 ],79,71.0,2
447,5638,"[ 2, 2819 ]",1410.5,1408.5,4.002839900603478878239261626,[ 2 ],2819,2.0,8
448,5666,"[ 2, 2833 ]",1417.5,1415.5,4.002825856587778170257859414,[ 2 ],2833,2.0,8
449,5674,"[ 2, 2837 ]",1419.5,1417.5,4.002821869488536155202821869,[ 2 ],2837,2.0,8
450,5686,"[ 2, 2843 ]",1422.5,1420.5,4.002815909890883491728264696,[ 2 ],2843,2.0,8
451,5702,"[ 2, 2851 ]",1426.5,1424.5,4.002808002808002808002808003,[ 2 ],2851,2.0,8
452,5713,"[ 29, 197 ]",113.0,84.0,68.01190476190476190476190476,[ 29 ],197,29.0,5
453,5714,"[ 2, 2857 ]",1429.5,1427.5,4.002802101576182136602451839,[ 2 ],2857,2.0,8
454,5722,"[ 2, 2861 ]",1431.5,1429.5,4.002798181182231549492829661,[ 2 ],2861,2.0,8
455,5758,"[ 2, 2879 ]",1440.5,1438.5,4.002780674313521028849496003,[ 2 ],2879,2.0,8
456,5771,"[ 29, 199 ]",114.0,85.0,67.89411764705882352941176471,[ 29 ],199,29.0,5
457,5774,"[ 2, 2887 ]",1444.5,1442.5,4.002772963604852686308492201,[ 2 ],2887,2.0,8
458,5794,"[ 2, 2897 ]",1449.5,1447.5,4.002763385146804835924006908,[ 2 ],2897,2.0,8
459,5806,"[ 2, 2903 ]",1452.5,1450.5,4.002757669769045156842468114,[ 2 ],2903,2.0,8
460,5818,"[ 2, 2909 ]",1455.5,1453.5,4.002751977984176126590987272,[ 2 ],2909,2.0,8
461,5834,"[ 2, 2917 ]",1459.5,1457.5,4.002744425385934819897084048,[ 2 ],2917,2.0,8
462,5854,"[ 2, 2927 ]",1464.5,1462.5,4.002735042735042735042735043,[ 2 ],2927,2.0,8
463,5878,"[ 2, 2939 ]",1470.5,1468.5,4.002723867892407218249914879,[ 2 ],2939,2.0,8
464,5893,"[ 71, 83 ]",77.0,6.0,982.1666666666666666666666667,[ 71 ],83,71.0,2
465,5906,"[ 2, 2953 ]",1477.5,1475.5,4.002710945442222975262622840,[ 2 ],2953,2.0,8
466,5914,"[ 2, 2957 ]",1479.5,1477.5,4.002707275803722504230118443,[ 2 ],2957,2.0,8
467,5926,"[ 2, 2963 ]",1482.5,1480.5,4.002701789935832489023978386,[ 2 ],2963,2.0,8
468,5938,"[ 2, 2969 ]",1485.5,1483.5,4.002696326255476912706437479,[ 2 ],2969,2.0,8
469,5942,"[ 2, 2971 ]",1486.5,1484.5,4.002694509936005389019872011,[ 2 ],2971,2.0,8
470,5998,"[ 2, 2999 ]",1500.5,1498.5,4.002669336002669336002669336,[ 2 ],2999,2.0,8
471,6002,"[ 2, 3001 ]",1501.5,1499.5,4.002667555851950650216738913,[ 2 ],3001,2.0,8
472,6022,"[ 2, 3011 ]",1506.5,1504.5,4.002658690594882020604852110,[ 2 ],3011,2.0,8
473,6038,"[ 2, 3019 ]",1510.5,1508.5,4.002651640702684786211468346,[ 2 ],3019,2.0,8
474,6046,"[ 2, 3023 ]",1512.5,1510.5,4.002648129758358159549817941,[ 2 ],3023,2.0,8
475,6074,"[ 2, 3037 ]",1519.5,1517.5,4.002635914332784184514003295,[ 2 ],3037,2.0,8
476,6082,"[ 2, 3041 ]",1521.5,1519.5,4.002632444883185258308654163,[ 2 ],3041,2.0,8
477,6098,"[ 2, 3049 ]",1525.5,1523.5,4.002625533311453889071217591,[ 2 ],3049,2.0,8
478,6119,"[ 29, 211 ]",120.0,91.0,67.24175824175824175824175824,[ 29 ],211,29.0,5
479,6122,"[ 2, 3061 ]",1531.5,1529.5,4.002615233736515201046093495,[ 2 ],3061,2.0,8
480,6134,"[ 2, 3067 ]",1534.5,1532.5,4.002610114192495921696574225,[ 2 ],3067,2.0,8
481,6158,"[ 2, 3079 ]",1540.5,1538.5,4.002599935001624959376015600,[ 2 ],3079,2.0,8
482,6166,"[ 2, 3083 ]",1542.5,1540.5,4.002596559558584875040571243,[ 2 ],3083,2.0,8
483,6178,"[ 2, 3089 ]",1545.5,1543.5,4.002591512795594428247489472,[ 2 ],3089,2.0,8
484,6218,"[ 2, 3109 ]",1555.5,1553.5,4.002574831026713871902156421,[ 2 ],3109,2.0,8
485,6238,"[ 2, 3119 ]",1560.5,1558.5,4.002566570420275906320179660,[ 2 ],3119,2.0,8
486,6242,"[ 2, 3121 ]",1561.5,1559.5,4.002564924655338249438922732,[ 2 ],3121,2.0,8
487,6274,"[ 2, 3137 ]",1569.5,1567.5,4.002551834130781499202551834,[ 2 ],3137,2.0,8
488,6319,"[ 71, 89 ]",80.0,9.0,702.1111111111111111111111111,[ 71 ],89,71.0,3
489,6326,"[ 2, 3163 ]",1582.5,1580.5,4.002530844669408415058525783,[ 2 ],3163,2.0,8
490,6334,"[ 2, 3167 ]",1584.5,1582.5,4.002527646129541864139020537,[ 2 ],3167,2.0,8
491,6338,"[ 2, 3169 ]",1585.5,1583.5,4.002526049889485317335017367,[ 2 ],3169,2.0,8
492,6362,"[ 2, 3181 ]",1591.5,1589.5,4.002516514627241270839886757,[ 2 ],3181,2.0,8
493,6374,"[ 2, 3187 ]",1594.5,1592.5,4.002511773940345368916797488,[ 2 ],3187,2.0,8
494,6382,"[ 2, 3191 ]",1596.5,1594.5,4.002508623392913138915020383,[ 2 ],3191,2.0,8
495,6406,"[ 2, 3203 ]",1602.5,1600.5,4.002499218994064354889097157,[ 2 ],3203,2.0,8
496,6418,"[ 2, 3209 ]",1605.5,1603.5,4.002494543186778921110071718,[ 2 ],3209,2.0,8
497,6434,"[ 2, 3217 ]",1609.5,1607.5,4.002488335925349922239502333,[ 2 ],3217,2.0,8
498,6442,"[ 2, 3221 ]",1611.5,1609.5,4.002485243864554209381795589,[ 2 ],3221,2.0,8
499,6458,"[ 2, 3229 ]",1615.5,1613.5,4.002479082739386427022001859,[ 2 ],3229,2.0,8
500,6467,"[ 29, 223 ]",126.0,97.0,66.67010309278350515463917526,[ 29 ],223,29.0,6
501,6502,"[ 2, 3251 ]",1626.5,1624.5,4.002462296091104955370883349,[ 2 ],3251,2.0,8
502,6506,"[ 2, 3253 ]",1627.5,1625.5,4.002460781298062134727776069,[ 2 ],3253,2.0,8
503,6514,"[ 2, 3257 ]",1629.5,1627.5,4.002457757296466973886328725,[ 2 ],3257,2.0,8
504,6518,"[ 2, 3259 ]",1630.5,1628.5,4.002456248081056186674854160,[ 2 ],3259,2.0,8
505,6542,"[ 2, 3271 ]",1636.5,1634.5,4.002447231569287243805445090,[ 2 ],3271,2.0,8
506,6583,"[ 29, 227 ]",128.0,99.0,66.49494949494949494949494949,[ 29 ],227,29.0,6
507,6598,"[ 2, 3299 ]",1650.5,1648.5,4.002426448286320897785865939,[ 2 ],3299,2.0,8
508,6602,"[ 2, 3301 ]",1651.5,1649.5,4.002424977265838132767505305,[ 2 ],3301,2.0,8
509,6614,"[ 2, 3307 ]",1654.5,1652.5,4.002420574886535552193645991,[ 2 ],3307,2.0,8
